Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Care Navigator,Chrome 71.0.3578.98,,2019-01-22 20:42:11,2019-01-22 20:42:44,32.657s,PASSED
,,,,,,
Test Cases/UI/Employee/Care Navigator/Care Navigator Test Cases,Chrome 71.0.3578.98,,2019-01-22 20:42:11,2019-01-22 20:42:44,32.455s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-22 20:42:12,2019-01-22 20:42:15,2.911s,PASSED
"navigateToUrl(""https://uat.advancedpricing.com/"")",Chrome 71.0.3578.98,,2019-01-22 20:42:15,2019-01-22 20:42:16,1.572s,PASSED
"setText(findTestObject(""UI/Employee/Files/input_AMPS Portal Sign In_code""), ""qaAuto"")",Chrome 71.0.3578.98,,2019-01-22 20:42:16,2019-01-22 20:42:16,0.171s,PASSED
"setEncryptedText(findTestObject(""UI/Employee/Files/input_AMPS Portal Sign In_pass""), ""yjiIhAfFXTz0yohvbOLmCA=="")",Chrome 71.0.3578.98,,2019-01-22 20:42:16,2019-01-22 20:42:17,0.192s,PASSED
"click(findTestObject(""UI/Employee/Files/input_Forgot Password_btn btn-""))",Chrome 71.0.3578.98,,2019-01-22 20:42:17,2019-01-22 20:42:17,0.099s,PASSED
"click(findTestObject(""UI/Employee/Care Navigator/span_Care Navigator""))",Chrome 71.0.3578.98,,2019-01-22 20:42:17,2019-01-22 20:42:17,0.771s,PASSED
"click(findTestObject(""UI/Employee/Care Navigator/Arrow to Write (1)""))",Chrome 71.0.3578.98,,2019-01-22 20:42:17,2019-01-22 20:42:18,0.630s,PASSED
"setText(findTestObject(""UI/Employee/Care Navigator/input_Results_form-control inp""), ""The Benefit Group"")",Chrome 71.0.3578.98,,2019-01-22 20:42:18,2019-01-22 20:42:19,0.767s,PASSED
"click(findTestObject(""UI/Employee/Care Navigator/Arrow to Write""))",Chrome 71.0.3578.98,,2019-01-22 20:42:19,2019-01-22 20:42:19,0.073s,PASSED
"setText(findTestObject(""UI/Employee/Care Navigator/input""), ""Review"")",Chrome 71.0.3578.98,,2019-01-22 20:42:19,2019-01-22 20:42:19,0.131s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-22 20:42:19,2019-01-22 20:42:20,1.019s,PASSED
"sendKeys(findTestObject(""UI/Employee/Care Navigator/input""), Keys.chord(ENTER))",Chrome 71.0.3578.98,,2019-01-22 20:42:20,2019-01-22 20:42:20,0.102s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-22 20:42:20,2019-01-22 20:42:21,1.003s,PASSED
"click(findTestObject(""UI/Employee/Care Navigator/td_1 In Review""))",Chrome 71.0.3578.98,,2019-01-22 20:42:21,2019-01-22 20:42:21,0.143s,PASSED
